vehicle_id,timestamp,speed,location_coordinates
1,2023-02-02 03:08:00,75,"('50.0502', '-40.2437')"
1,2023-02-02 03:13:00,100,"('55.0502', '-45.2437')"
1,2023-02-02 03:18:00,125,"('60.0502', '-50.2437')"
1,2023-02-02 03:23:00,150,"('65.05019999999999', '-55.2437')"
1,2023-02-02 03:28:00,175,"('70.05019999999999', '-60.2437')"
1,2023-02-02 03:33:00,200,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-02 03:38:00,225,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-02 03:43:00,0,"('54.0502', '-44.2437')"
1,2023-02-02 03:48:00,25,"('59.0502', '-49.2437')"
1,2023-02-02 03:53:00,50,"('64.05019999999999', '-54.2437')"
1,2023-02-02 03:58:00,75,"('69.05019999999999', '-59.2437')"
1,2023-02-02 04:03:00,100,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-02 04:08:00,125,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-02 04:13:00,150,"('53.0502', '-43.2437')"
1,2023-02-02 04:18:00,175,"('58.0502', '-48.2437')"
1,2023-02-02 04:23:00,200,"('63.0502', '-53.2437')"
1,2023-02-02 04:28:00,225,"('68.05019999999999', '-58.2437')"
1,2023-02-02 04:33:00,0,"('73.05019999999999', '-63.2437')"
1,2023-02-02 04:38:00,25,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-02 04:43:00,50,"('52.0502', '-42.2437')"
1,2023-02-02 04:48:00,75,"('57.0502', '-47.2437')"
1,2023-02-02 04:53:00,100,"('62.0502', '-52.2437')"
1,2023-02-02 04:58:00,125,"('67.05019999999999', '-57.2437')"
1,2023-02-02 05:03:00,150,"('72.05019999999999', '-62.2437')"
1,2023-02-02 05:08:00,175,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-02 05:13:00,200,"('51.0502', '-41.2437')"
1,2023-02-02 05:18:00,225,"('56.0502', '-46.2437')"
1,2023-02-02 05:23:00,0,"('61.0502', '-51.2437')"
1,2023-02-02 05:28:00,25,"('66.05019999999999', '-56.2437')"
1,2023-02-02 05:33:00,50,"('71.05019999999999', '-61.2437')"
1,2023-02-02 05:38:00,75,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-02 05:43:00,100,"('50.0502', '-40.2437')"
1,2023-02-02 05:48:00,125,"('55.0502', '-45.2437')"
1,2023-02-02 05:53:00,150,"('60.0502', '-50.2437')"
1,2023-02-02 05:58:00,175,"('65.05019999999999', '-55.2437')"
1,2023-02-02 06:03:00,200,"('70.05019999999999', '-60.2437')"
1,2023-02-02 06:08:00,225,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-02 06:13:00,0,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-02 06:18:00,25,"('54.0502', '-44.2437')"
1,2023-02-02 06:23:00,50,"('59.0502', '-49.2437')"
1,2023-02-02 06:28:00,75,"('64.05019999999999', '-54.2437')"
1,2023-02-02 06:33:00,100,"('69.05019999999999', '-59.2437')"
1,2023-02-02 06:38:00,125,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-02 06:43:00,150,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-02 06:48:00,175,"('53.0502', '-43.2437')"
1,2023-02-02 06:53:00,200,"('58.0502', '-48.2437')"
1,2023-02-02 06:58:00,225,"('63.0502', '-53.2437')"
1,2023-02-02 07:03:00,0,"('68.05019999999999', '-58.2437')"
1,2023-02-02 07:08:00,25,"('73.05019999999999', '-63.2437')"
1,2023-02-02 07:13:00,50,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-02 07:18:00,75,"('52.0502', '-42.2437')"
1,2023-02-02 07:23:00,100,"('57.0502', '-47.2437')"
1,2023-02-02 07:28:00,125,"('62.0502', '-52.2437')"
1,2023-02-02 07:33:00,150,"('67.05019999999999', '-57.2437')"
1,2023-02-02 07:38:00,175,"('72.05019999999999', '-62.2437')"
1,2023-02-02 07:43:00,200,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-02 07:48:00,225,"('51.0502', '-41.2437')"
1,2023-02-02 07:53:00,0,"('56.0502', '-46.2437')"
1,2023-02-02 07:58:00,25,"('61.0502', '-51.2437')"
1,2023-02-02 08:03:00,50,"('66.05019999999999', '-56.2437')"
1,2023-02-02 08:08:00,75,"('71.05019999999999', '-61.2437')"
1,2023-02-02 08:13:00,100,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-02 08:18:00,125,"('50.0502', '-40.2437')"
1,2023-02-02 08:23:00,150,"('55.0502', '-45.2437')"
1,2023-02-02 08:28:00,175,"('60.0502', '-50.2437')"
1,2023-02-02 08:33:00,200,"('65.05019999999999', '-55.2437')"
1,2023-02-02 08:38:00,225,"('70.05019999999999', '-60.2437')"
1,2023-02-02 08:43:00,0,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-02 08:48:00,25,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-02 08:53:00,50,"('54.0502', '-44.2437')"
1,2023-02-02 08:58:00,75,"('59.0502', '-49.2437')"
1,2023-02-02 09:03:00,100,"('64.05019999999999', '-54.2437')"
1,2023-02-02 09:08:00,125,"('69.05019999999999', '-59.2437')"
1,2023-02-02 09:13:00,150,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-02 09:18:00,175,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-02 09:23:00,200,"('53.0502', '-43.2437')"
1,2023-02-02 09:28:00,225,"('58.0502', '-48.2437')"
1,2023-02-02 09:33:00,0,"('63.0502', '-53.2437')"
1,2023-02-02 09:38:00,25,"('68.05019999999999', '-58.2437')"
1,2023-02-02 09:43:00,50,"('73.05019999999999', '-63.2437')"
1,2023-02-02 09:48:00,75,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-02 09:53:00,100,"('52.0502', '-42.2437')"
1,2023-02-02 09:58:00,125,"('57.0502', '-47.2437')"
1,2023-02-02 10:03:00,150,"('62.0502', '-52.2437')"
1,2023-02-02 10:08:00,175,"('67.05019999999999', '-57.2437')"
1,2023-02-02 10:13:00,200,"('72.05019999999999', '-62.2437')"
1,2023-02-02 10:18:00,225,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-02 10:23:00,0,"('51.0502', '-41.2437')"
1,2023-02-02 10:28:00,25,"('56.0502', '-46.2437')"
1,2023-02-02 10:33:00,50,"('61.0502', '-51.2437')"
1,2023-02-02 10:38:00,75,"('66.05019999999999', '-56.2437')"
1,2023-02-02 10:43:00,100,"('71.05019999999999', '-61.2437')"
1,2023-02-02 10:48:00,125,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-02 10:53:00,150,"('50.0502', '-40.2437')"
1,2023-02-02 10:58:00,175,"('55.0502', '-45.2437')"
1,2023-02-02 11:03:00,200,"('60.0502', '-50.2437')"
1,2023-02-02 11:08:00,225,"('65.05019999999999', '-55.2437')"
1,2023-02-02 11:13:00,0,"('70.05019999999999', '-60.2437')"
1,2023-02-02 11:18:00,25,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-02 11:23:00,50,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-02 11:28:00,75,"('54.0502', '-44.2437')"
1,2023-02-02 11:33:00,100,"('59.0502', '-49.2437')"
1,2023-02-02 11:38:00,125,"('64.05019999999999', '-54.2437')"
1,2023-02-02 11:43:00,150,"('69.05019999999999', '-59.2437')"
1,2023-02-02 11:48:00,175,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-02 11:53:00,200,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-02 11:58:00,225,"('53.0502', '-43.2437')"
1,2023-02-02 12:03:00,0,"('58.0502', '-48.2437')"
1,2023-02-02 12:08:00,25,"('63.0502', '-53.2437')"
1,2023-02-02 12:13:00,50,"('68.05019999999999', '-58.2437')"
1,2023-02-02 12:18:00,75,"('73.05019999999999', '-63.2437')"
1,2023-02-02 12:23:00,100,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-02 12:28:00,125,"('52.0502', '-42.2437')"
1,2023-02-02 12:33:00,150,"('57.0502', '-47.2437')"
1,2023-02-02 12:38:00,175,"('62.0502', '-52.2437')"
1,2023-02-02 12:43:00,200,"('67.05019999999999', '-57.2437')"
1,2023-02-02 12:48:00,225,"('72.05019999999999', '-62.2437')"
1,2023-02-02 12:53:00,0,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-02 12:58:00,25,"('51.0502', '-41.2437')"
1,2023-02-02 13:03:00,50,"('56.0502', '-46.2437')"
1,2023-02-02 13:08:00,75,"('61.0502', '-51.2437')"
1,2023-02-02 13:13:00,100,"('66.05019999999999', '-56.2437')"
1,2023-02-02 13:18:00,125,"('71.05019999999999', '-61.2437')"
1,2023-02-02 13:23:00,150,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-02 13:28:00,175,"('50.0502', '-40.2437')"
1,2023-02-02 13:33:00,200,"('55.0502', '-45.2437')"
1,2023-02-02 13:38:00,225,"('60.0502', '-50.2437')"
1,2023-02-02 13:43:00,0,"('65.05019999999999', '-55.2437')"
1,2023-02-02 13:48:00,25,"('70.05019999999999', '-60.2437')"
1,2023-02-02 13:53:00,50,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-02 13:58:00,75,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-02 14:03:00,100,"('54.0502', '-44.2437')"
1,2023-02-02 14:08:00,125,"('59.0502', '-49.2437')"
1,2023-02-02 14:13:00,150,"('64.05019999999999', '-54.2437')"
1,2023-02-02 14:18:00,175,"('69.05019999999999', '-59.2437')"
1,2023-02-02 14:23:00,200,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-02 14:28:00,225,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-02 14:33:00,0,"('53.0502', '-43.2437')"
1,2023-02-02 14:38:00,25,"('58.0502', '-48.2437')"
1,2023-02-02 14:43:00,50,"('63.0502', '-53.2437')"
1,2023-02-02 14:48:00,75,"('68.05019999999999', '-58.2437')"
1,2023-02-02 14:53:00,100,"('73.05019999999999', '-63.2437')"
1,2023-02-02 14:58:00,125,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-02 15:03:00,150,"('52.0502', '-42.2437')"
1,2023-02-02 15:08:00,175,"('57.0502', '-47.2437')"
1,2023-02-02 15:13:00,200,"('62.0502', '-52.2437')"
1,2023-02-02 15:18:00,225,"('67.05019999999999', '-57.2437')"
1,2023-02-02 15:23:00,0,"('72.05019999999999', '-62.2437')"
1,2023-02-02 15:28:00,25,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-02 15:33:00,50,"('51.0502', '-41.2437')"
1,2023-02-02 15:38:00,75,"('56.0502', '-46.2437')"
1,2023-02-02 15:43:00,100,"('61.0502', '-51.2437')"
1,2023-02-02 15:48:00,125,"('66.05019999999999', '-56.2437')"
1,2023-02-02 15:53:00,150,"('71.05019999999999', '-61.2437')"
1,2023-02-02 15:58:00,175,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-02 16:03:00,200,"('50.0502', '-40.2437')"
1,2023-02-02 16:08:00,225,"('55.0502', '-45.2437')"
1,2023-02-02 16:13:00,0,"('60.0502', '-50.2437')"
1,2023-02-02 16:18:00,25,"('65.05019999999999', '-55.2437')"
1,2023-02-02 16:23:00,50,"('70.05019999999999', '-60.2437')"
1,2023-02-02 16:28:00,75,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-02 16:33:00,100,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-02 16:38:00,125,"('54.0502', '-44.2437')"
1,2023-02-02 16:43:00,150,"('59.0502', '-49.2437')"
1,2023-02-02 16:48:00,175,"('64.05019999999999', '-54.2437')"
1,2023-02-02 16:53:00,200,"('69.05019999999999', '-59.2437')"
1,2023-02-02 16:58:00,225,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-02 17:03:00,0,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-02 17:08:00,25,"('53.0502', '-43.2437')"
1,2023-02-02 17:13:00,50,"('58.0502', '-48.2437')"
1,2023-02-02 17:18:00,75,"('63.0502', '-53.2437')"
1,2023-02-02 17:23:00,100,"('68.05019999999999', '-58.2437')"
1,2023-02-02 17:28:00,125,"('73.05019999999999', '-63.2437')"
1,2023-02-02 17:33:00,150,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-02 17:38:00,175,"('52.0502', '-42.2437')"
1,2023-02-02 17:43:00,200,"('57.0502', '-47.2437')"
1,2023-02-02 17:48:00,225,"('62.0502', '-52.2437')"
1,2023-02-02 17:53:00,0,"('67.05019999999999', '-57.2437')"
1,2023-02-02 17:58:00,25,"('72.05019999999999', '-62.2437')"
1,2023-02-02 18:03:00,50,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-02 18:08:00,75,"('51.0502', '-41.2437')"
1,2023-02-02 18:13:00,100,"('56.0502', '-46.2437')"
1,2023-02-02 18:18:00,125,"('61.0502', '-51.2437')"
1,2023-02-02 18:23:00,150,"('66.05019999999999', '-56.2437')"
1,2023-02-02 18:28:00,175,"('71.05019999999999', '-61.2437')"
1,2023-02-02 18:33:00,200,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-02 18:38:00,225,"('50.0502', '-40.2437')"
1,2023-02-02 18:43:00,0,"('55.0502', '-45.2437')"
1,2023-02-02 18:48:00,25,"('60.0502', '-50.2437')"
1,2023-02-02 18:53:00,50,"('65.05019999999999', '-55.2437')"
1,2023-02-02 18:58:00,75,"('70.05019999999999', '-60.2437')"
1,2023-02-02 19:03:00,100,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-02 19:08:00,125,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-02 19:13:00,150,"('54.0502', '-44.2437')"
1,2023-02-02 19:18:00,175,"('59.0502', '-49.2437')"
1,2023-02-02 19:23:00,200,"('64.05019999999999', '-54.2437')"
1,2023-02-02 19:28:00,225,"('69.05019999999999', '-59.2437')"
1,2023-02-02 19:33:00,0,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-02 19:38:00,25,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-02 19:43:00,50,"('53.0502', '-43.2437')"
1,2023-02-02 19:48:00,75,"('58.0502', '-48.2437')"
1,2023-02-02 19:53:00,100,"('63.0502', '-53.2437')"
1,2023-02-02 19:58:00,125,"('68.05019999999999', '-58.2437')"
1,2023-02-02 20:03:00,150,"('73.05019999999999', '-63.2437')"
1,2023-02-02 20:08:00,175,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-02 20:13:00,200,"('52.0502', '-42.2437')"
1,2023-02-02 20:18:00,225,"('57.0502', '-47.2437')"
1,2023-02-02 20:23:00,0,"('62.0502', '-52.2437')"
1,2023-02-02 20:28:00,25,"('67.05019999999999', '-57.2437')"
1,2023-02-02 20:33:00,50,"('72.05019999999999', '-62.2437')"
1,2023-02-02 20:38:00,75,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-02 20:43:00,100,"('51.0502', '-41.2437')"
1,2023-02-02 20:48:00,125,"('56.0502', '-46.2437')"
1,2023-02-02 20:53:00,150,"('61.0502', '-51.2437')"
1,2023-02-02 20:58:00,175,"('66.05019999999999', '-56.2437')"
1,2023-02-02 21:03:00,200,"('71.05019999999999', '-61.2437')"
1,2023-02-02 21:08:00,225,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-02 21:13:00,0,"('50.0502', '-40.2437')"
1,2023-02-02 21:18:00,25,"('55.0502', '-45.2437')"
1,2023-02-02 21:23:00,50,"('60.0502', '-50.2437')"
1,2023-02-02 21:28:00,75,"('65.05019999999999', '-55.2437')"
1,2023-02-02 21:33:00,100,"('70.05019999999999', '-60.2437')"
1,2023-02-02 21:38:00,125,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-02 21:43:00,150,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-02 21:48:00,175,"('54.0502', '-44.2437')"
1,2023-02-02 21:53:00,200,"('59.0502', '-49.2437')"
1,2023-02-02 21:58:00,225,"('64.05019999999999', '-54.2437')"
1,2023-02-02 22:03:00,0,"('69.05019999999999', '-59.2437')"
1,2023-02-02 22:08:00,25,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-02 22:13:00,50,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-02 22:18:00,75,"('53.0502', '-43.2437')"
1,2023-02-02 22:23:00,100,"('58.0502', '-48.2437')"
1,2023-02-02 22:28:00,125,"('63.0502', '-53.2437')"
1,2023-02-02 22:33:00,150,"('68.05019999999999', '-58.2437')"
1,2023-02-02 22:38:00,175,"('73.05019999999999', '-63.2437')"
1,2023-02-02 22:43:00,200,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-02 22:48:00,225,"('52.0502', '-42.2437')"
1,2023-02-02 22:53:00,0,"('57.0502', '-47.2437')"
1,2023-02-02 22:58:00,25,"('62.0502', '-52.2437')"
1,2023-02-02 23:03:00,50,"('67.05019999999999', '-57.2437')"
1,2023-02-02 23:08:00,75,"('72.05019999999999', '-62.2437')"
1,2023-02-02 23:13:00,100,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-02 23:18:00,125,"('51.0502', '-41.2437')"
1,2023-02-02 23:23:00,150,"('56.0502', '-46.2437')"
1,2023-02-02 23:28:00,175,"('61.0502', '-51.2437')"
1,2023-02-02 23:33:00,200,"('66.05019999999999', '-56.2437')"
1,2023-02-02 23:38:00,225,"('71.05019999999999', '-61.2437')"
1,2023-02-02 23:43:00,0,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-02 23:48:00,25,"('50.0502', '-40.2437')"
1,2023-02-02 23:53:00,50,"('55.0502', '-45.2437')"
1,2023-02-02 23:58:00,75,"('60.0502', '-50.2437')"
1,2023-02-03 00:03:00,100,"('65.05019999999999', '-55.2437')"
1,2023-02-03 00:08:00,125,"('70.05019999999999', '-60.2437')"
1,2023-02-03 00:13:00,150,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-03 00:18:00,175,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-03 00:23:00,200,"('54.0502', '-44.2437')"
1,2023-02-03 00:28:00,225,"('59.0502', '-49.2437')"
1,2023-02-03 00:33:00,0,"('64.05019999999999', '-54.2437')"
1,2023-02-03 00:38:00,25,"('69.05019999999999', '-59.2437')"
1,2023-02-03 00:43:00,50,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-03 00:48:00,75,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-03 00:53:00,100,"('53.0502', '-43.2437')"
1,2023-02-03 00:58:00,125,"('58.0502', '-48.2437')"
1,2023-02-03 01:03:00,150,"('63.0502', '-53.2437')"
1,2023-02-03 01:08:00,175,"('68.05019999999999', '-58.2437')"
1,2023-02-03 01:13:00,200,"('73.05019999999999', '-63.2437')"
1,2023-02-03 01:18:00,225,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-03 01:23:00,0,"('52.0502', '-42.2437')"
1,2023-02-03 01:28:00,25,"('57.0502', '-47.2437')"
1,2023-02-03 01:33:00,50,"('62.0502', '-52.2437')"
1,2023-02-03 01:38:00,75,"('67.05019999999999', '-57.2437')"
1,2023-02-03 01:43:00,100,"('72.05019999999999', '-62.2437')"
1,2023-02-03 01:48:00,125,"('77.05019999999999', '-67.24369999999999')"
1,2023-02-03 01:53:00,150,"('51.0502', '-41.2437')"
1,2023-02-03 01:58:00,175,"('56.0502', '-46.2437')"
1,2023-02-03 02:03:00,200,"('61.0502', '-51.2437')"
1,2023-02-03 02:08:00,225,"('66.05019999999999', '-56.2437')"
1,2023-02-03 02:13:00,0,"('71.05019999999999', '-61.2437')"
1,2023-02-03 02:18:00,25,"('76.05019999999999', '-66.24369999999999')"
1,2023-02-03 02:23:00,50,"('50.0502', '-40.2437')"
1,2023-02-03 02:28:00,75,"('55.0502', '-45.2437')"
1,2023-02-03 02:33:00,100,"('60.0502', '-50.2437')"
1,2023-02-03 02:38:00,125,"('65.05019999999999', '-55.2437')"
1,2023-02-03 02:43:00,150,"('70.05019999999999', '-60.2437')"
1,2023-02-03 02:48:00,175,"('75.05019999999999', '-65.24369999999999')"
1,2023-02-03 02:53:00,200,"('80.05019999999999', '-70.24369999999999')"
1,2023-02-03 02:58:00,225,"('54.0502', '-44.2437')"
1,2023-02-03 03:03:00,0,"('59.0502', '-49.2437')"
1,2023-02-03 03:08:00,25,"('64.05019999999999', '-54.2437')"
1,2023-02-03 03:13:00,50,"('69.05019999999999', '-59.2437')"
1,2023-02-03 03:18:00,75,"('74.05019999999999', '-64.24369999999999')"
1,2023-02-03 03:23:00,100,"('79.05019999999999', '-69.24369999999999')"
1,2023-02-03 03:28:00,125,"('53.0502', '-43.2437')"
1,2023-02-03 03:33:00,150,"('58.0502', '-48.2437')"
1,2023-02-03 03:38:00,175,"('63.0502', '-53.2437')"
1,2023-02-03 03:43:00,200,"('68.05019999999999', '-58.2437')"
1,2023-02-03 03:48:00,225,"('73.05019999999999', '-63.2437')"
1,2023-02-03 03:53:00,0,"('78.05019999999999', '-68.24369999999999')"
1,2023-02-03 03:58:00,25,"('52.0502', '-42.2437')"
1,2023-02-03 04:03:00,50,"('57.0502', '-47.2437')"
1,2023-02-03 04:08:00,75,"('62.0502', '-52.2437')"
1,2023-02-03 04:13:00,100,"('67.05019999999999', '-57.2437')"
